name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,java,4,12,1099,0.203,153852,0,21%,0.231
binarytrees,java,4,16,1099,0.499,398304,0,26%,0.437
binarytrees,java,4,20,1099,10.156,648656,0,33%,7.591
binarytrees,java,4,20,1099,10.124,673440,0,33%,7.556
binarytrees,java,4,20,1099,10.343,660324,0,34%,7.543
binarytrees,java,4,20,1099,10.031,653376,0,33%,7.51
binarytrees,java,4,20,1099,9.968,653672,0,33%,7.467
binarytrees,java,4,20,1099,10.608,676600,0,34%,7.651
binarytrees,java,6,12,760,0.094,151740,0,18%,0.12
binarytrees,java,6,16,760,0.374,384680,0,20%,0.401
binarytrees,java,6,20,760,9.095,570632,0,34%,6.518
binarytrees,java,6,20,760,9.188,563556,0,34%,6.555
binarytrees,java,6,20,760,8.736,550652,0,33%,6.466
binarytrees,java,6,20,760,8.861,566864,0,33%,6.519
binarytrees,java,6,20,760,8.939,573404,0,34%,6.487
binarytrees,java,6,20,760,9.407,576812,0,35%,6.648
binarytrees,java,7,12,1030,0.218,153828,0,25%,0.204
binarytrees,java,7,16,1030,0.983,391268,0,57%,0.433
binarytrees,java,7,20,1030,26.099,702732,0,82%,7.932
binarytrees,java,7,20,1030,25.584,732300,0,83%,7.744
binarytrees,java,7,20,1030,26.957,716572,0,83%,8.065
binarytrees,java,7,20,1030,25.881,684956,0,82%,7.896
binarytrees,java,7,20,1030,21.06,582988,0,80%,6.62
binarytrees,java,7,20,1030,26.364,715692,0,83%,7.93
fannkuchredux,csharp,1,10,691,0.437,9540,0,24%,0.437
fannkuchredux,csharp,1,11,691,4.696,9560,0,24%,4.698
fannkuchredux,csharp,1,12,691,62.104,9548,0,25%,62.102
fannkuchredux,csharp,1,12,691,61.636,9516,0,25%,61.644
fannkuchredux,csharp,1,12,691,62.088,9500,0,25%,62.074
fannkuchredux,csharp,1,12,691,62.26,9536,0,25%,62.244
fannkuchredux,csharp,1,12,691,61.73,9600,0,25%,61.731
fannkuchredux,csharp,1,12,691,61.854,9556,0,25%,61.866
fannkuchredux,gpp,1,10,1182,0.53,7076,0,73%,0.185
fannkuchredux,gpp,1,11,1182,6.38,7072,0,97%,1.645
fannkuchredux,gpp,1,12,1182,81.651,7076,0,98%,20.687
fannkuchredux,gpp,1,12,1182,81.713,6944,0,98%,20.671
fannkuchredux,gpp,1,12,1182,81.682,6948,0,98%,20.705
fannkuchredux,gpp,1,12,1182,81.901,6948,0,98%,20.757
fannkuchredux,gpp,1,12,1182,81.932,6944,0,98%,20.79
fannkuchredux,gpp,1,12,1182,81.885,6944,0,98%,20.732
fannkuchredux,java,1,10,1401,0.406,135988,0,45%,0.22
fannkuchredux,java,1,11,1401,4.524,136044,0,92%,1.229
fannkuchredux,java,1,12,1401,58.719,135984,0,98%,14.913
fannkuchredux,java,1,12,1401,58.89,135944,0,98%,14.967
fannkuchredux,java,1,12,1401,58.719,136012,0,98%,14.928
fannkuchredux,java,1,12,1401,58.5,135972,0,98%,14.852
fannkuchredux,java,1,12,1401,58.922,136040,0,98%,14.941
fannkuchredux,java,1,12,1401,62.151,136352,0,98%,15.69
fannkuchredux,csharp,2,10,794,0.265,9480,0,24%,0.265
fannkuchredux,csharp,2,11,794,3.104,9592,0,24%,3.097
fannkuchredux,csharp,2,12,794,42.292,9564,0,25%,42.297
fannkuchredux,csharp,2,12,794,42.292,9556,0,25%,42.289
fannkuchredux,csharp,2,12,794,42.307,9584,0,25%,42.296
fannkuchredux,csharp,2,12,794,42.354,9728,0,25%,42.358
fannkuchredux,csharp,2,12,794,42.292,9600,0,25%,42.31
fannkuchredux,csharp,2,12,794,42.307,9584,0,25%,42.317
fannkuchredux,java,2,10,650,0.437,136080,0,23%,0.426
fannkuchredux,java,2,11,650,3.198,135820,0,25%,3.212
fannkuchredux,java,2,12,650,48.922,136088,0,25%,48.91
fannkuchredux,java,2,12,650,40.326,135800,0,25%,40.333
fannkuchredux,java,2,12,650,48.75,135852,0,25%,48.736
fannkuchredux,java,2,12,650,40.061,135796,0,25%,40.056
fannkuchredux,java,2,12,650,40.123,135848,0,25%,40.13
fannkuchredux,java,2,12,650,43.29,135912,0,25%,43.309
fannkuchredux,csharp,3,10,1234,0.608,9792,0,81%,0.186
fannkuchredux,csharp,3,11,1234,7.8,9880,0,98%,1.971
fannkuchredux,csharp,3,12,1234,104.365,9848,0,99%,26.336
fannkuchredux,csharp,3,12,1234,104.287,9712,0,99%,26.315
fannkuchredux,csharp,3,12,1234,104.209,9620,0,99%,26.312
fannkuchredux,csharp,3,12,1234,104.224,9800,0,99%,26.269
fannkuchredux,csharp,3,12,1234,104.474,9872,0,99%,26.275
fannkuchredux,csharp,3,12,1234,104.255,9844,0,99%,26.233
fannkuchredux,gpp,3,10,679,0.406,6660,0,24%,0.411
fannkuchredux,gpp,3,11,679,4.586,6664,0,24%,4.607
fannkuchredux,gpp,3,12,679,58.313,6696,0,25%,58.307
fannkuchredux,gpp,3,12,679,58.251,6564,0,25%,58.265
fannkuchredux,gpp,3,12,679,58.329,6568,0,25%,58.318
fannkuchredux,gpp,3,12,679,58.391,6564,0,25%,58.399
fannkuchredux,gpp,3,12,679,58.266,6564,0,25%,58.263
fannkuchredux,gpp,3,12,679,58.188,6564,0,25%,58.204
fannkuchredux,java,3,10,1396,0.296,135696,0,21%,0.322
fannkuchredux,java,3,11,1396,2.683,135808,0,24%,2.698
fannkuchredux,java,3,12,1396,35.568,135632,0,24%,35.576
fannkuchredux,java,3,12,1396,35.49,135640,0,25%,35.464
fannkuchredux,java,3,12,1396,35.584,135648,0,25%,35.572
fannkuchredux,java,3,12,1396,35.397,135672,0,25%,35.4
fannkuchredux,java,3,12,1396,35.615,135676,0,25%,35.594
fannkuchredux,java,3,12,1396,35.584,135640,0,25%,35.593
fannkuchredux,csharp,4,10,1384,0.608,9968,0,80%,0.177
fannkuchredux,csharp,4,11,1384,7.41,9992,0,98%,1.887
fannkuchredux,csharp,4,12,1384,98.827,9928,0,99%,24.936
fannkuchredux,csharp,4,12,1384,99.123,9904,0,99%,24.955
fannkuchredux,csharp,4,12,1384,99.045,9896,0,99%,25
fannkuchredux,csharp,4,12,1384,98.733,9924,0,99%,24.885
fannkuchredux,csharp,4,12,1384,99.154,9992,0,99%,25.006
fannkuchredux,csharp,4,12,1384,99.232,9884,0,99%,25.023
fannkuchredux,gpp,7,10,1905,0.094,6660,0,21%,0.104
fannkuchredux,gpp,7,11,1905,1.061,6660,0,24%,1.06
fannkuchredux,gpp,7,12,1905,13.588,6660,0,25%,13.581
fannkuchredux,gpp,7,12,1905,13.525,6528,0,25%,13.538
fannkuchredux,gpp,7,12,1905,13.572,6528,0,25%,13.57
fannkuchredux,gpp,7,12,1905,13.525,6528,0,24%,13.542
fannkuchredux,gpp,7,12,1905,13.588,6532,0,25%,13.575
fannkuchredux,gpp,7,12,1905,13.556,6528,0,25%,13.565
fasta,csharp,2,250000,1364,0.078,9620,0,21%,0.082
fasta,csharp,2,2500000,1364,0.593,9620,0,22%,0.606
fasta,csharp,2,25000000,1364,5.928,9644,0,21%,6.042
fasta,csharp,2,25000000,1364,4.93,9656,0,24%,4.938
fasta,csharp,2,25000000,1364,4.898,9604,0,24%,4.908
fasta,csharp,2,25000000,1364,4.898,9568,0,24%,4.901
fasta,csharp,2,25000000,1364,4.914,9592,0,24%,4.913
fasta,csharp,2,25000000,1364,4.914,9576,0,24%,4.915
fasta,java,2,250000,1397,0.156,136012,0,23%,0.167
fasta,java,2,2500000,1397,0.655,138160,0,22%,0.639
fasta,java,2,25000000,1397,5.522,137332,0,21%,5.453
fasta,java,2,25000000,1397,4.399,137136,0,25%,4.365
fasta,java,2,25000000,1397,4.399,137132,0,24%,4.372
fasta,java,2,25000000,1397,4.524,137172,0,25%,4.449
fasta,java,2,25000000,1397,4.446,137152,0,24%,4.399
fasta,java,2,25000000,1397,4.477,137280,0,24%,4.439
fasta,csharp,3,250000,2044,0.172,16344,0,39%,0.112
fasta,csharp,3,2500000,2044,1.045,18148,0,80%,0.327
fasta,csharp,3,25000000,2044,10.265,19012,0,73%,3.414
fasta,csharp,3,25000000,2044,9.36,19056,0,94%,2.509
fasta,csharp,3,25000000,2044,9.344,17544,0,91%,2.548
fasta,csharp,3,25000000,2044,9.61,18700,0,92%,2.625
fasta,csharp,3,25000000,2044,9.438,19124,0,94%,2.504
fasta,csharp,3,25000000,2044,9.282,17608,0,92%,2.521
fasta,gpp,3,250000,1543,0.047,6732,0,18%,0.058
fasta,gpp,3,2500000,1543,0.421,6732,0,22%,0.423
fasta,gpp,3,25000000,1543,4.103,6732,0,19%,4.134
fasta,gpp,3,25000000,1543,3.104,6604,0,24%,3.104
fasta,gpp,3,25000000,1543,3.104,6600,0,24%,3.107
fasta,gpp,3,25000000,1543,3.089,6604,0,24%,3.101
fasta,gpp,3,25000000,1543,3.089,6600,0,24%,3.091
fasta,gpp,3,25000000,1543,3.089,6600,0,24%,3.089
fasta,csharp,4,250000,1609,0.203,21504,0,35%,0.15
fasta,csharp,4,2500000,1609,0.936,45372,0,67%,0.343
fasta,csharp,4,25000000,1609,9.188,45516,0,79%,2.857
fasta,csharp,4,25000000,1609,8.284,43792,0,87%,2.367
fasta,csharp,4,25000000,1609,8.237,45972,0,85%,2.418
fasta,csharp,4,25000000,1609,8.237,39228,0,85%,2.409
fasta,csharp,4,25000000,1609,8.268,42588,0,86%,2.395
fasta,csharp,4,25000000,1609,8.159,45280,0,85%,2.383
fasta,java,4,250000,1699,0.172,135316,0,19%,0.163
fasta,java,4,2500000,1699,0.452,136192,0,25%,0.44
fasta,java,4,25000000,1699,3.37,136136,0,24%,3.398
fasta,java,4,25000000,1699,3.276,136100,0,25%,3.223
fasta,java,4,25000000,1699,3.323,136060,0,25%,3.284
fasta,java,4,25000000,1699,3.292,136116,0,25%,3.278
fasta,java,4,25000000,1699,3.26,136124,0,25%,3.284
fasta,java,4,25000000,1699,3.276,136100,0,25%,3.249
fasta,gpp,5,250000,2677,0.047,7956,0,18%,0.044
fasta,gpp,5,2500000,2677,0.484,7960,0,86%,0.135
fasta,gpp,5,25000000,2677,4.633,7956,0,95%,1.227
fasta,gpp,5,25000000,2677,4.508,7828,0,96%,1.195
fasta,gpp,5,25000000,2677,4.384,7860,0,95%,1.142
fasta,gpp,5,25000000,2677,4.43,7832,0,97%,1.146
fasta,gpp,5,25000000,2677,4.446,7856,0,97%,1.143
fasta,gpp,5,25000000,2677,4.524,7828,0,96%,1.159
fasta,java,5,250000,2575,0.265,136100,0,33%,0.173
fasta,java,5,2500000,2575,0.64,136124,0,55%,0.283
fasta,java,5,25000000,2575,4.633,138156,0,78%,1.487
fasta,java,5,25000000,2575,4.555,139312,0,83%,1.38
fasta,java,5,25000000,2575,4.586,139320,0,82%,1.411
fasta,java,5,25000000,2575,4.462,139296,0,79%,1.394
fasta,java,5,25000000,2575,4.462,138252,0,80%,1.382
fasta,java,5,25000000,2575,4.571,138092,0,81%,1.412
fasta,gpp,6,250000,2671,0.078,7956,0,26%,0.057
fasta,gpp,6,2500000,2671,0.452,7956,0,90%,0.135
fasta,gpp,6,25000000,2671,4.54,7956,0,93%,1.218
fasta,gpp,6,25000000,2671,4.493,7828,0,96%,1.171
fasta,gpp,6,25000000,2671,4.446,7828,0,96%,1.152
fasta,gpp,6,25000000,2671,4.493,7828,0,98%,1.15
fasta,gpp,6,25000000,2671,4.43,7832,0,96%,1.142
fasta,gpp,6,25000000,2671,4.446,7828,0,97%,1.153
knucleotide,csharp,1,250000,1528,0.686,27508,0,24%,0.685
knucleotide,csharp,1,2500000,1528,6.022,73444,0,24%,6.039
knucleotide,csharp,1,25000000,1528,59.951,549820,0,24%,60.057
knucleotide,csharp,1,25000000,1528,59.624,550232,0,24%,59.768
knucleotide,csharp,1,25000000,1528,59.842,549820,0,24%,60.001
knucleotide,csharp,1,25000000,1528,59.92,550220,0,24%,60.041
knucleotide,csharp,1,25000000,1528,59.982,550256,0,24%,60.124
knucleotide,csharp,1,25000000,1528,59.889,549816,0,24%,60.004
knucleotide,csharp,2,250000,1180,0.842,46972,0,24%,0.876
knucleotide,csharp,2,2500000,1180,6.536,69844,0,24%,6.632
knucleotide,csharp,2,25000000,1180,62.291,541140,0,24%,62.591
knucleotide,csharp,2,25000000,1180,62.525,542276,0,24%,62.801
knucleotide,csharp,2,25000000,1180,62.229,542504,0,24%,62.538
knucleotide,csharp,2,25000000,1180,62.728,542288,0,24%,63.026
knucleotide,csharp,2,25000000,1180,62.931,541484,0,24%,63.255
knucleotide,csharp,2,25000000,1180,63.383,541504,0,24%,63.643
knucleotide,csharp,3,250000,1685,1.108,188912,0,58%,0.47
knucleotide,csharp,3,2500000,1685,9.204,218540,0,76%,2.991
knucleotide,csharp,3,25000000,1685,92.353,563476,0,80%,28.585
knucleotide,csharp,3,25000000,1685,96.814,563432,0,83%,28.947
knucleotide,csharp,3,25000000,1685,91.838,563428,0,80%,28.586
knucleotide,csharp,3,25000000,1685,93.445,563348,0,83%,28.326
knucleotide,csharp,3,25000000,1685,93.008,561852,0,83%,27.982
knucleotide,csharp,3,25000000,1685,92.399,563412,0,83%,27.823
knucleotide,gpp,3,250000,1405,1.888,31328,0,15%,1.909
knucleotide,gpp,3,2500000,1405,4.976,41880,0,40%,2.789
knucleotide,gpp,3,25000000,1405,37.144,204280,0,77%,12.044
knucleotide,gpp,3,25000000,1405,36.223,204276,0,75%,11.892
knucleotide,gpp,3,25000000,1405,37.3,204280,0,75%,12.303
knucleotide,gpp,3,25000000,1405,36.847,204280,0,77%,11.944
knucleotide,gpp,3,25000000,1405,35.287,204280,0,79%,11.043
knucleotide,gpp,3,25000000,1405,36.925,204276,0,77%,11.939
knucleotide,java,3,250000,1949,1.607,178616,0,73%,0.547
knucleotide,java,3,2500000,1949,6.068,326820,0,85%,1.762
knucleotide,java,3,25000000,1949,53.789,653084,0,91%,14.721
knucleotide,java,3,25000000,1949,52.026,750840,0,90%,14.355
knucleotide,java,3,25000000,1949,50.778,746676,0,90%,14.009
knucleotide,java,3,25000000,1949,55.006,749984,0,91%,15.065
knucleotide,java,3,25000000,1949,51.34,749296,0,91%,14.09
knucleotide,java,3,25000000,1949,49.593,680436,0,91%,13.603
knucleotide,csharp,4,250000,1819,1.045,46800,0,79%,0.339
knucleotide,csharp,4,2500000,1819,9.126,92040,0,85%,2.672
knucleotide,csharp,4,25000000,1819,92.197,564048,0,88%,26.125
knucleotide,csharp,4,25000000,1819,91.448,563920,0,88%,25.863
knucleotide,csharp,4,25000000,1819,91.822,563960,0,88%,25.987
knucleotide,csharp,4,25000000,1819,91.339,563856,0,88%,25.73
knucleotide,csharp,4,25000000,1819,91.76,563908,0,88%,25.881
knucleotide,csharp,4,25000000,1819,91.775,563940,0,88%,25.884
knucleotide,java,4,250000,1966,0.858,277496,0,30%,0.654
knucleotide,java,4,2500000,1966,4.898,278020,0,27%,4.43
knucleotide,java,4,25000000,1966,35.443,261116,0,24%,35.514
knucleotide,java,4,25000000,1966,34.429,260852,0,25%,34.167
knucleotide,java,4,25000000,1966,35.428,260992,0,25%,35.178
knucleotide,java,4,25000000,1966,34.913,261416,0,25%,34.69
knucleotide,java,4,25000000,1966,34.897,260732,0,25%,34.669
knucleotide,java,4,25000000,1966,34.96,260820,0,25%,34.776
knucleotide,java,5,250000,2307,1.326,279216,0,56%,0.588
knucleotide,java,5,2500000,2307,7.472,279304,0,56%,3.292
knucleotide,java,5,25000000,2307,71.308,303380,0,58%,30.334
knucleotide,java,5,25000000,2307,52.167,278524,0,57%,22.521
knucleotide,java,5,25000000,2307,54.413,279204,0,62%,21.939
knucleotide,java,5,25000000,2307,52.947,278392,0,56%,23.457
knucleotide,java,5,25000000,2307,51.418,262120,0,52%,24.394
knucleotide,java,5,25000000,2307,58.344,282800,0,60%,24.173
knucleotide,csharp,6,250000,1685,0.39,41540,0,30%,0.302
knucleotide,csharp,6,2500000,1685,3.838,54256,0,70%,1.363
knucleotide,csharp,6,25000000,1685,38.797,163556,0,74%,13.043
knucleotide,csharp,6,25000000,1685,39.421,163688,0,73%,13.491
knucleotide,csharp,6,25000000,1685,40.123,163664,0,76%,13.133
knucleotide,csharp,6,25000000,1685,39.25,163540,0,75%,13.087
knucleotide,csharp,6,25000000,1685,39.733,163528,0,75%,13.25
knucleotide,csharp,6,25000000,1685,40.279,163532,0,76%,13.228
knucleotide,java,6,250000,1738,1.357,178300,0,65%,0.516
knucleotide,java,6,2500000,1738,6.006,329768,0,87%,1.731
knucleotide,java,6,25000000,1738,51.293,747928,0,90%,14.163
knucleotide,java,6,25000000,1738,51.044,748960,0,91%,14.045
knucleotide,java,6,25000000,1738,53.82,748384,0,91%,14.83
knucleotide,java,6,25000000,1738,53.774,749944,0,90%,14.844
knucleotide,java,6,25000000,1738,54.101,749172,0,91%,14.895
knucleotide,java,6,25000000,1738,49.359,747412,0,91%,13.536
knucleotide,csharp,7,250000,1975,0.546,42156,0,57%,0.229
knucleotide,csharp,7,2500000,1975,5.616,86532,0,81%,1.736
knucleotide,csharp,7,25000000,1975,56.394,560076,0,83%,16.967
knucleotide,csharp,7,25000000,1975,57.611,560116,0,83%,17.306
knucleotide,csharp,7,25000000,1975,57.923,560084,0,83%,17.347
knucleotide,csharp,7,25000000,1975,56.129,560092,0,83%,16.925
knucleotide,csharp,7,25000000,1975,56.129,560088,0,83%,16.863
knucleotide,csharp,7,25000000,1975,56.628,560112,0,82%,17.125
mandelbrot,java,1,1000,765,0.218,135304,0,22%,0.222
mandelbrot,java,1,4000,765,1.7,135340,0,23%,1.75
mandelbrot,java,1,16000,765,26.395,135356,0,24%,26.4
mandelbrot,java,1,16000,765,26.395,135324,0,25%,26.406
mandelbrot,java,1,16000,765,26.302,135372,0,25%,26.298
mandelbrot,java,1,16000,765,26.364,135320,0,25%,26.355
mandelbrot,java,1,16000,765,26.317,135324,0,24%,26.301
mandelbrot,java,1,16000,765,26.349,135276,0,25%,26.348
mandelbrot,gpp,2,1000,774,0.078,6920,0,20%,0.101
mandelbrot,gpp,2,4000,774,1.31,8760,0,24%,1.323
mandelbrot,gpp,2,16000,774,20.779,38136,0,24%,20.779
mandelbrot,gpp,2,16000,774,20.811,38004,0,25%,20.803
mandelbrot,gpp,2,16000,774,20.779,38000,0,25%,20.786
mandelbrot,gpp,2,16000,774,20.811,38000,0,25%,20.805
mandelbrot,gpp,2,16000,774,20.779,38000,0,24%,20.754
mandelbrot,gpp,2,16000,774,20.811,38000,0,25%,20.811
mandelbrot,java,2,1000,1010,0.14,135740,0,26%,0.133
mandelbrot,java,2,4000,1010,1.919,135928,0,85%,0.57
mandelbrot,java,2,16000,1010,28.626,185908,0,97%,7.364
mandelbrot,java,2,16000,1010,28.517,180524,0,97%,7.312
mandelbrot,java,2,16000,1010,29.859,181360,0,98%,7.599
mandelbrot,java,2,16000,1010,28.642,180496,0,97%,7.319
mandelbrot,java,2,16000,1010,28.673,181280,0,97%,7.35
mandelbrot,java,2,16000,1010,28.642,182456,0,97%,7.321
mandelbrot,gpp,3,1000,545,0.53,6728,0,24%,0.523
mandelbrot,gpp,3,4000,545,8.081,6728,0,24%,8.071
mandelbrot,gpp,3,16000,545,127.203,6780,0,25%,127.216
mandelbrot,java,3,1000,1104,0.234,135712,0,30%,0.166
mandelbrot,java,3,4000,1104,2.2,135744,0,84%,0.645
mandelbrot,java,3,16000,1104,32.932,178512,0,97%,8.418
mandelbrot,java,3,16000,1104,32.745,178548,0,97%,8.359
mandelbrot,java,3,16000,1104,32.776,179152,0,98%,8.35
mandelbrot,java,3,16000,1104,36.925,178532,0,98%,9.391
mandelbrot,java,3,16000,1104,32.807,178032,0,98%,8.38
mandelbrot,java,3,16000,1104,32.932,178500,0,98%,8.38
mandelbrot,gpp,5,1000,798,0.078,6920,0,20%,0.086
mandelbrot,gpp,5,4000,798,1.03,8756,0,24%,1.036
mandelbrot,gpp,5,16000,798,15.959,38128,0,24%,15.965
mandelbrot,gpp,5,16000,798,15.975,37996,0,24%,15.99
mandelbrot,gpp,5,16000,798,15.99,37996,0,24%,16.001
mandelbrot,gpp,5,16000,798,15.99,37996,0,25%,16.001
mandelbrot,gpp,5,16000,798,15.99,37996,0,24%,16.006
mandelbrot,gpp,5,16000,798,16.006,38000,0,25%,15.993
mandelbrot,java,6,1000,996,0.172,135748,0,26%,0.141
mandelbrot,java,6,4000,996,1.747,135920,0,84%,0.528
mandelbrot,java,6,16000,996,27.082,185900,0,97%,6.954
mandelbrot,java,6,16000,996,26.848,180636,0,97%,6.893
mandelbrot,java,6,16000,996,27.004,181440,0,97%,6.913
mandelbrot,java,6,16000,996,26.941,181636,0,97%,6.916
mandelbrot,java,6,16000,996,26.801,181832,0,97%,6.915
mandelbrot,java,6,16000,996,28.174,181292,0,98%,7.19
mandelbrot,gpp,8,1000,1105,0.062,6916,0,19%,0.071
mandelbrot,gpp,8,4000,1105,0.842,8756,0,24%,0.853
mandelbrot,gpp,8,16000,1105,13.198,38256,0,24%,13.254
mandelbrot,gpp,8,16000,1105,13.166,38124,0,25%,13.177
mandelbrot,gpp,8,16000,1105,13.166,38124,0,25%,13.159
mandelbrot,gpp,8,16000,1105,13.182,38124,0,24%,13.194
mandelbrot,gpp,8,16000,1105,13.182,38124,0,24%,13.2
mandelbrot,gpp,8,16000,1105,13.135,38124,0,25%,13.139
mandelbrot,gpp,9,1000,1222,0.062,6916,0,24%,0.07
mandelbrot,gpp,9,4000,1222,0.827,8756,0,24%,0.843
mandelbrot,gpp,9,16000,1222,12.995,38256,0,24%,13.036
mandelbrot,gpp,9,16000,1222,12.948,38128,0,24%,12.95
mandelbrot,gpp,9,16000,1222,12.979,38124,0,24%,12.969
mandelbrot,gpp,9,16000,1222,12.979,38124,0,25%,12.986
mandelbrot,gpp,9,16000,1222,12.964,38124,0,24%,12.971
mandelbrot,csharp,1,1000,975,0.156,9760,0,52%,0.067
mandelbrot,csharp,1,4000,975,2.059,11736,0,94%,0.558
mandelbrot,csharp,1,16000,975,32.885,41472,0,98%,8.373
mandelbrot,csharp,1,16000,975,32.76,41368,0,99%,8.277
mandelbrot,csharp,1,16000,975,32.854,41460,0,99%,8.267
mandelbrot,csharp,1,16000,975,32.869,41472,0,99%,8.247
mandelbrot,csharp,1,16000,975,32.838,41480,0,99%,8.244
mandelbrot,csharp,1,16000,975,32.823,41484,0,99%,8.25
mandelbrot,csharp,3,1000,880,0.14,9868,0,60%,0.058
mandelbrot,csharp,3,4000,880,2.122,11828,0,92%,0.567
mandelbrot,csharp,3,16000,880,32.901,41560,0,98%,8.352
mandelbrot,csharp,3,16000,880,32.854,41440,0,99%,8.291
mandelbrot,csharp,3,16000,880,32.901,41584,0,99%,8.26
mandelbrot,csharp,3,16000,880,32.901,41560,0,99%,8.266
mandelbrot,csharp,3,16000,880,32.776,41564,0,99%,8.244
mandelbrot,csharp,3,16000,880,32.869,41560,0,99%,8.264
mandelbrot,csharp,5,1000,981,0.172,9760,0,66%,0.067
mandelbrot,csharp,5,4000,981,2.402,11764,0,94%,0.635
mandelbrot,csharp,5,16000,981,38.454,41928,0,98%,9.786
mandelbrot,csharp,5,16000,981,38.407,41912,0,99%,9.666
mandelbrot,csharp,5,16000,981,38.485,41952,0,99%,9.665
mandelbrot,csharp,5,16000,981,38.501,41952,0,99%,9.659
mandelbrot,csharp,5,16000,981,38.47,41892,0,99%,9.668
mandelbrot,csharp,5,16000,981,38.595,41948,0,99%,9.697
mandelbrot,gpp,9,16000,1222,12.964,38124,0,25%,12.963
nbody,csharp,1,500000,1490,0.094,9556,0,21%,0.107
nbody,csharp,1,5000000,1490,0.842,9568,0,25%,0.849
nbody,csharp,1,50000000,1490,8.284,9632,0,24%,8.288
nbody,csharp,1,50000000,1490,8.284,9512,0,25%,8.29
nbody,csharp,1,50000000,1490,8.284,9572,0,25%,8.304
nbody,csharp,1,50000000,1490,8.284,9512,0,24%,8.286
nbody,csharp,1,50000000,1490,8.268,9532,0,25%,8.276
nbody,csharp,1,50000000,1490,8.299,9564,0,24%,8.3
nbody,gpp,1,500000,1750,0.062,6664,0,21%,0.076
